"14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
-0.016486,0.286867,1.24024,0.534549,0.792239,0.253346,0.158704,-0.495242,-0.038571,0.959429,0.886828,1.017312,-0.242854,-0.3462,-1.329165,-1.088847,-0.255864,-0.74183,0.278358,0.365828,0.859551,-0.156334,-0.145371,0.882873,0.2735,0.899391,0.628897,-0.152347,-0.145778,-1.320869,0.542618,2.884998,0.392108,-0.094604,-0.828219,-0.16535,1.748225,-0.066307,2.016351,2.0203,-0.330499,-0.315896,2.881285,-0.203523,-0.136671,0.693055,1.089992,0.611444,-0.038635,0.414493,0.057117,-2.800167,0.442186,-0.110615,-0.378482,0.076725,0.470425,0.05678,1.257557,0.267227,0.35335,1.963517,0.309294,-0.228623,0.155514,-0.355976,0.252715,-0.165615,0.086855,-0.853142,1.346425,1.11408,0.849058,-0.806925,-0.318599,-0.086886,0.007162,5.57866,-0.277367,0.186349,0.176248,0.770845,0.787872,1.017734,-1.517146,0.485877,-0.542744,-0.228456,0.362944,0.104924,2.622735,0.853629,0.759069,0.126486,0.601602,-0.029188,0.0468,0.046062,-0.172714,0.686053,0.065836,-0.220945,0.431758,-0.718372,-0.385046,-0.225574,0.068129,-0.330649,-0.379311,-0.334134,-0.142769,0.524254,2.995094,0.210425,-0.126102,-0.652583,-0.115021,0.258765,0.124995,1.249194,0.823797,0.2328,-0.239664,-0.942415,0.051274,-0.196256,-0.278024,-0.422459,-0.844094,-0.680391,-0.700612,0.423339,-0.544222,-0.122631,0.111749,-0.447667,-0.068812,0.172681,0.253425,1.552756,-1.92556,0.959268,0.116908,-0.172348,-0.234856,0.057757,-1.355972,-0.102244,-0.112895,0.144852,-1.051774,0.147767,0.041871,0,1.352872,-0.323825,-0.737121,-0.219157,-0.369354,-0.234421,-0.451529,0.222457,-0.182793,0.216349,1.56397,-0.241218,0.324268,-0.418193,0.01556,-0.339797,0.277103,-0.014595,0.443239,1.234104,1.489431,0.514111,-0.039311,-0.379417,0.435504,-0.238755,-0.062032,0.107324,-0.621565,-0.145854,0.249816,0.09138,-0.14525,-0.265332,-0.212258,-0.324953,-0.295987,0.19417,0.885769,0.011268,-0.016475,0.149571,0.368279,-0.128582,1.507967,0.032582,-0.230133,-0.467401,0.823876,-0.495224,-0.18312,-0.596857,-1.43053,2.322246,0.470167,-0.185198,-1.396076,-2.888615,-0.095367,-0.598704
0.183833,0.064302,0.073038,0.565396,-0.410478,0.02982,0.193643,-0.525008,-0.30009,1.301454,1.001616,-0.120316,-0.064252,-0.303368,0.514173,1.503031,0.941186,0.117582,-0.037397,0.235813,-0.395544,-0.034738,0.776112,2.089714,-0.341756,-1.365755,-0.209593,0.034983,0.028914,-0.226103,0.259551,-0.200551,0.415019,-0.056981,0.153795,-0.094105,-1.115104,-0.02591,-0.688519,-0.301172,-0.075844,-0.49228,0.140839,-0.166263,0.01021,0.218639,-0.432577,-0.423693,-0.128537,0.532369,0.221313,-2.751389,0.177167,-0.201677,0.239827,-0.151838,-0.541255,-0.158405,0.654823,0.789403,-0.113968,2.696413,-0.2633,-0.644814,0.17867,-0.301514,-0.233606,-0.231041,-0.045698,-0.816253,3.78042,0.755657,-0.118997,-0.821978,3.093154,-0.006789,0.511937,-0.78778,0.035401,0.055845,0.132064,0.314647,0.66406,0.897528,-1.171947,-0.588687,0.094318,-0.094136,0.008331,4.970078,-0.251831,1.997819,0.177929,-0.45285,0.085235,0.741604,-0.110651,4.494044,3.973319,-0.107611,0.22237,-0.192343,-0.023263,0.927349,-0.100596,-0.579313,-0.116306,-0.291603,-0.149476,0.50457,0.447506,0.939287,0.835527,-0.142633,0.117947,0.313296,0.171479,-0.122689,-0.234985,0.067495,-0.038211,0.00363,0.440133,0.962304,0.446149,1.331314,-1.336042,-1.153536,0.281511,-0.743293,-0.45808,-0.730587,-0.23119,0.2205,-0.074273,-0.193074,-0.197197,-0.215621,-0.057101,0.290604,0.211087,0.153947,-0.00208,-0.110303,-0.26197,0.407436,-0.979494,0.095544,-0.880532,0.23646,-1.888997,0.248967,0.358831,0.081853,2.203182,-0.404363,-0.222812,-0.600011,-0.751139,-0.25807,0.208331,0.290058,-0.039189,0.062323,0.967872,-0.508194,0.019732,1.668345,0.494005,-0.525941,-0.057003,0.082472,-0.172379,-0.361796,-0.710192,-0.274893,0.005016,0.813856,1.034128,-0.227423,0.030234,-0.108689,0.000217,0.003952,-0.477051,0.319577,0.14114,-0.06208,-0.313105,0.185022,0.714162,-0.197874,-0.135,0.008056,-0.979669,-0.292072,2.42603,-0.357981,-0.242223,-0.23027,0.271065,-0.222139,0.565853,-0.77735,-0.145061,2.829354,-0.79447,2.70315,0.064177,-0.064266,-0.002161,0.71072,-0.172956,0.401381
-0.0576,0.009655,-0.363855,-0.08481,-0.076978,0.159976,-0.044634,0.304254,0.069509,0.104721,-0.393832,-0.459208,0.113513,0.11696,0.648918,0.522465,0.20177,0.437631,0.572491,0.043859,-0.232607,-0.280359,-0.01645,1.718828,-0.720862,1.007817,1.172242,-0.159886,-0.03212,-0.493052,-0.130146,-0.470452,0.374159,-0.22173,1.755519,0.346828,0.548484,0.202898,0.412517,0.314913,-0.116301,-0.561195,-0.010077,-0.18749,0.042842,-0.962897,-1.140518,-0.491823,-0.095891,0.477689,-0.033123,-3.364808,0.101829,0.193678,0.461102,-0.238109,-0.332924,0.188533,0.190194,0.01505,-0.631629,2.199853,0.140922,-0.79717,-0.274991,0.490188,0.720274,0,-0.449961,-0.306334,4.032255,0.107629,-1.361967,3.023213,3.771125,0.822575,-0.141925,-1.220353,-0.200841,0.043228,0.197838,0.554622,0.400177,0.073221,0.339278,0.111722,-0.094838,0.210272,-0.537125,3.243101,-0.891949,1.091389,-0.667319,0.079382,0.323699,0.099994,0.188231,1.127208,2.164528,0.718026,0.126763,-0.203771,0.215543,1.811732,0.052027,-0.110542,-0.518301,-0.03015,0.11201,0.141195,0.473928,-1.215245,0.267324,-0.321538,-0.489083,-0.590258,0.516409,-0.095448,-0.174043,-0.093273,0.297726,0.397963,-0.186654,0.973821,0.194765,-0.31449,0.782097,-0.223859,0.141184,-0.527229,0.77711,-0.796016,-0.852897,-0.150199,-0.16207,-0.289792,0.156112,0.360341,0.733555,-0.613013,0.439653,-0.381545,-0.114324,0.166821,-0.339172,-0.951027,-0.317968,-0.149269,-0.46674,0.265983,-1.599547,0.185764,0.309322,0.082417,0.284199,0.128961,-0.31848,0.116927,0.055884,-0.06479,-0.188987,-0.679825,-0.123079,-0.238578,-0.243655,-0.495747,0.474411,1.79114,0.081871,0.17471,0.181056,-0.29661,-0.623112,0.220916,-0.000969,-0.006755,0.265807,0.841393,1.420948,0.066126,0.164444,-0.114344,0.767133,0.959878,0.399808,-0.226012,-0.064202,-0.391312,-0.137121,-0.740518,0.701494,-0.302077,0.875094,0.91763,-0.348693,-0.156247,1.400862,-0.360819,0.512501,-0.176805,-0.237764,-0.221959,1.039336,-0.351056,-0.11091,-0.135269,-0.774378,1.733173,0.319338,0.421357,-0.337207,-0.439558,-0.348012,-0.003315
-0.149744,-0.267633,0.186003,0.129857,0.161249,0.023242,0.279236,1.08756,-0.254653,-0.406984,0.140152,0.161703,-0.201958,0.439156,0.01082,-1.029843,-0.536084,0.649075,-0.105238,-0.310934,0.930431,-0.423735,-0.141239,-0.846855,0.291416,-0.477689,-0.491888,-0.372627,0.059704,0.453524,-0.665323,-0.614571,0.771602,-0.268604,1.992937,0.362076,-0.937627,0.180658,0.364765,0.204713,0.141624,-0.136534,-0.099674,0.481402,-0.085165,-0.095348,-0.617935,-0.380295,-0.026582,-0.122097,-0.111808,2.421128,0.150808,-0.214517,0.292958,-0.747316,0.592225,0.19908,-0.236623,-0.155558,-0.087657,2.264574,-0.136176,0.619808,0.764988,-0.214344,0.659448,-0.092094,-0.294177,-0.474931,3.866092,0.181074,-1.242573,-0.11302,0.598096,0.036774,0.148056,0.123907,-0.246658,-0.040678,0.280987,-0.281558,0.729861,1.570959,0.165048,-0.025122,-0.117258,-0.27832,1.547797,1.994441,-0.636413,-0.178353,-0.326327,-0.59075,-0.199985,-1.202297,-1.122508,0.437352,0.282709,0.704434,-0.010542,0.134805,-0.113475,1.552747,-0.269133,0.32436,-0.220963,-0.376908,1.385147,1.375082,0.848618,-1.338504,0.630823,-0.117962,-0.058676,-0.486231,0.380518,-0.06851,0.353659,1.017235,-0.168635,-0.018654,0.107784,0.98468,-0.081396,-0.197904,-0.430139,-0.239573,0.333423,-0.266743,1.518552,1.798286,-0.339769,-0.307485,-0.157395,0.149129,-0.265415,-0.270342,-1.054842,-0.788704,-1.242919,0.175724,0.056098,0.107214,-0.379959,-0.720041,-0.250296,0.022778,-0.009854,0.179397,-1.686359,-0.549468,-0.654845,-0.350102,0.724549,-0.473924,-0.676843,0.93012,0.752322,0.015242,-0.125481,0.557072,-0.066512,-0.017,-0.120464,-0.409811,-0.157166,1.702434,0.43848,0.239926,-0.267537,0.553038,-0.172638,0.783313,0.259431,-0.013245,0.355996,0.194722,0.986878,-0.052049,0.590017,0.02953,0.007866,-0.039939,0.276495,-0.269011,0.558388,-0.278916,0.111033,-0.403181,-0.426175,-0.383409,-0.674124,0.589895,-0.64682,-0.307001,1.842934,0.455914,1.574017,-0.595812,0.35712,-0.264046,1.310057,-0.531016,-0.405791,2.457445,0.889177,5.628637,0.136605,0.177443,-0.149938,0.185865,0.05765,0.123929
-0.196237,-0.01052,-0.616231,-0.381634,0.163878,0.224465,-0.021891,1.330371,0.272232,0.088624,0.302232,1.06242,-0.330859,-0.214007,0.165203,-1.07765,-0.552718,-0.045221,-0.063094,0.272853,0.888816,-0.393227,0.411385,0.849248,1.441855,0.137239,-0.028635,-0.268815,-0.110775,0.492881,-0.624404,-0.487118,-0.119973,0.012898,0.284511,-0.100449,-0.204281,0.043884,-1.249989,-1.047663,0.052241,0.615102,1.507848,-0.20622,-0.077392,0.152048,0.347837,0.065257,-0.035524,-0.456415,-0.780356,0.337934,-0.188813,-0.168282,-1.014678,-0.331798,0.681318,0.233037,0.654983,0.399471,0.224543,-0.47546,0.504027,0.926349,-0.275904,1.279862,0.066551,0.121524,-0.359373,0.097987,-1.157271,-0.390479,0.106053,-0.32266,-0.107623,-0.112383,-0.40362,0.411858,-0.196739,-0.185947,-0.069965,-0.19508,0.053716,-0.879466,-0.175993,0.396682,-0.29066,-0.350469,0.578202,-0.533985,1.40802,-1.62641,-0.201026,0.00138,-0.176683,-0.546041,-0.47372,0.872656,0.34239,0.09813,-0.05738,1.227968,0.044647,0.595952,-0.139445,1.089889,-0.09838,-0.543782,0.212698,0.737181,-0.439481,-0.121002,-0.10714,0.012337,-0.557643,-0.200489,0.654076,0.025193,0.423355,0.713098,0.216655,-0.115933,0.111607,0.690016,-0.349533,0.11753,-0.824852,0.140658,0.783083,0.244749,0.153831,1.617506,0.460626,-0.412716,-0.062012,0.050459,-0.140301,-0.063997,-1.403682,0.405287,0.631229,-0.162127,0.067866,-0.137269,0.196756,0.101086,1.697613,-0.216305,0.07859,0.107325,-2.165321,-0.028292,-0.085661,-0.472968,-0.0788,-0.503333,-0.424034,-0.843352,-1.104332,-0.338425,-0.916414,0.572419,-0.073301,0.061827,-0.303887,0.023683,-0.345062,-0.479609,0.497205,0.888528,0.275747,0.693864,1.122634,-0.030298,0.283271,0.089896,0.00528,1.201037,1.554642,-0.072119,-0.040875,0.186302,-0.42008,-0.070103,-0.323643,-0.367107,-0.08629,0.068084,0.512824,-0.255748,-0.421782,0.456744,0.938338,0.360888,-0.379776,-0.031612,-1.637002,0.062538,0.891792,-0.164741,-0.336236,0.27615,1.078804,0.025041,-0.591795,-0.09999,0.437359,3.232271,-0.170157,0.041744,0.524536,0.809337,0.104851,0.610853
0.572395,0.315924,-0.012134,-0.327206,0.253662,0.077456,-0.40076,0.479664,-0.375613,1.325559,0.83457,0.488724,-0.121562,0.516469,0.76666,-0.069904,-0.458653,-0.267734,0.444651,0.309484,-1.115673,-0.305186,0.402832,0.34342,-0.180839,-0.559814,0.172546,-0.296961,0.471165,0.133259,1.277056,-0.134468,1.285703,-0.066881,0.103988,0.448917,-0.075581,0.479731,0.63181,1.149724,0.149603,-0.303602,2.44312,-0.069149,0.260061,0.92259,0.008621,-0.0674,-0.082986,0.516196,-0.316934,-2.880618,-0.133203,0.261022,-0.666603,0.370452,0.278167,0.646735,0.746568,1.204706,-0.188768,2.32091,0.021833,0.309148,0.371132,1.142057,-0.399487,-0.250649,-0.314116,0.389421,2.063471,0.592783,-0.262836,-0.866409,-0.207394,0.505445,-0.104368,-2.232959,0.393679,1.042534,0.381339,0.099403,-0.250973,1.261739,-0.154131,0.92662,-0.1853,0.107677,0.11321,-0.736899,1.096908,0.924723,0.690324,0.167374,0.785842,-0.745155,-0.795422,0.102824,-0.883812,0.282712,0.242846,0.154443,-0.09813,2.582097,-0.166742,-0.132282,-0.229287,0.701688,0.403993,-0.312585,-0.189968,0.072771,-0.112048,-0.125113,0.35722,-0.054838,-0.032106,-0.163888,-0.296903,0.903757,0.666499,0.388047,-0.708613,-3.553197,0.454288,-0.003351,0.323484,-0.418222,-0.293993,-0.601156,-0.131733,1.086147,-0.42276,-0.199095,0.338468,0.150537,-0.352184,-0.062287,1.010654,-1.206097,-0.630348,0.068075,-0.264008,-0.145352,-0.273829,-0.500024,-1.350307,0.508681,-1.028572,-0.512076,-0.74674,-0.158583,-0.342554,0.046008,0.549655,0.284004,-0.223279,-0.917295,-1.898977,-0.26816,-0.743564,-0.127639,1.52476,0.287825,-0.199577,-0.581835,-0.00394,1.058948,0.048975,-0.47157,0.16461,0.126838,0.058977,0.127751,0.212499,0.306926,-0.242878,0.18276,0.87259,0.300235,-0.368544,0.390856,-0.399251,-0.706128,1.424053,0.265006,-0.414606,0.051545,-0.070402,0.11918,-0.62881,0.404941,-0.615609,-0.112363,-0.90057,0.120719,-0.193478,-0.139324,-0.869155,0.128281,-0.142938,-0.341146,0.472801,0.478464,0.134133,-0.252696,-0.671849,0.352254,-0.309895,0.293241,-1.42495,-2.986321,0.160348,-0.364005
0.346029,0.142453,0.179259,-0.439185,0.313988,-0.169674,-0.018308,0.072335,-0.254794,-0.066832,0.021343,-0.575669,-0.119349,-0.203708,-0.437135,-0.83407,-0.828969,0.306913,0.256849,-0.700345,-0.735365,0.411253,-0.369748,3.102943,-1.06429,0.484302,0.350665,-0.01826,-0.087456,-0.298951,-0.079404,-0.511339,0.683722,-0.05056,0.894563,0.064844,-0.226633,0.113867,0.65422,0.441236,0.173331,-0.133304,-0.125119,-0.0267,-0.037896,-0.392068,-0.543744,0.087376,0.027603,0.516389,0.06089,-1.369722,0.216246,-0.394907,-0.064993,-0.190573,-0.334116,0.1017,0.306383,0.151216,0.007714,1.416529,0.026923,0.244462,-0.234004,1.290006,0.01406,-0.051087,-0.024707,0.233879,3.5556,0.855162,-1.011806,0.16468,0.010752,0.076542,-0.300188,-0.337976,-0.430382,-0.061965,0.249337,0.535727,0.918172,0.132448,-0.559642,-0.214766,-0.505546,0.077977,-0.267674,0.484658,0.768764,0.252189,-0.590052,0.03546,0.197642,0.562807,0.553963,0.417667,0.010586,0.004373,-0.078663,-0.052701,-0.046902,0.871279,-0.335406,-0.562387,-0.426344,0.301795,0.554314,0.472338,0.537873,0.571963,0.701431,-0.275089,-0.144693,-0.285734,-0.052598,-0.039517,-0.470201,-0.227617,0.332226,0.430417,0.255324,1.92084,0.252757,-0.274607,0.60265,1.051534,1.475621,-0.47299,0.817086,1.340292,0.364792,-0.297955,-0.213955,-0.321504,-0.155422,-0.199867,0.46119,0.395712,1.271371,-0.753181,0.076424,0.398983,-0.188225,-0.190134,1.011797,-0.456722,0.048602,0.157689,-1.504248,-0.376857,-0.515722,0.569523,2.110692,-0.184914,-0.019037,-0.771063,-1.304962,-0.299961,-0.400654,1.249533,-0.008516,-0.136943,-0.053792,-0.377587,0.559281,0.608448,1.111866,-0.364235,0.283706,-0.019467,-0.170874,-0.007644,-0.43625,-0.048247,0.655679,1.888273,2.265751,-0.061466,-0.19242,-0.148575,0.085438,-0.205461,-0.243708,-0.140337,-0.077099,-0.430168,-0.027396,-0.71838,0.029572,-0.904688,0.261811,-0.277311,0.795917,-0.278643,0.196085,0.111396,1.200196,-0.096367,0.974623,-0.987001,0.862877,-1.20126,-0.584328,-0.433113,0.974833,5.180068,0.114227,0.031121,0.171734,0.113296,0.052643,-0.203914
0.135895,0.027954,-0.844205,-0.71518,0.144731,-0.938175,-0.101199,-0.280629,0.457818,-0.137369,-0.4638,-1.062701,-0.060873,0.859942,-0.995012,-0.939499,-0.133106,0.166634,0.100803,-0.049525,0.198426,0.294017,0.1991,-0.784336,0.295242,-0.742461,-0.344166,-0.001693,0.244261,-0.132204,0.867339,-0.621665,0.72856,-0.13034,-0.656981,0.157409,0.648325,0.308366,0.108937,0.123468,-0.058747,0.301133,-0.139995,0.431395,0.040563,-0.27016,-0.392378,-0.352805,0.023196,0.007977,-0.121532,-0.785422,0.014044,0.201332,1.088654,-0.068427,-0.011071,0.030706,0.525654,0.682684,-0.148718,2.464054,-0.011635,-0.287259,0.161767,1.760282,-0.16943,0.168251,-0.496729,-0.099389,2.517677,-0.818807,-0.385048,0.632184,0.552259,0.227406,0.07937,-0.459861,0.160266,0.173354,0.122428,-0.317856,0.135742,-0.369355,-0.360539,-0.404131,-0.07418,0.043479,0.409155,-0.330893,-0.086054,-0.260345,-0.334061,-0.583125,-0.554328,-0.457805,-0.227399,0.31459,0.657376,1.393508,0.004977,0.307685,0.03491,-0.161462,0.199592,0.014475,-0.149571,-0.174416,-0.103694,0.544641,0.174375,-0.276405,0.806834,-0.306334,-0.914324,-0.359261,-0.016677,0.189752,0.071131,-0.095943,-0.687736,-0.178825,-0.76924,-1.576493,-0.401418,-0.039304,-0.421481,-0.191969,0.712134,1.201268,1.001523,0.788451,0.120772,0.05408,0.001471,0.065106,-0.389413,-0.545316,-0.675758,0.142426,-0.002929,-0.541004,0.478473,0.53921,0.363749,0.202345,1.512693,0.060214,-0.572155,-0.341311,-0.657459,-0.465476,-0.676795,-0.489603,-0.195948,-0.456398,-0.321297,0.879748,0.990919,0.121267,0.004607,0.812699,0.385063,-0.125482,0.666786,0.46571,-0.647369,-0.145073,-0.150352,-0.491789,-0.332057,0.043934,-0.293961,0.030459,-0.513984,-0.175132,0.408097,0.194723,-0.005059,0.232554,1.526649,-0.017941,0.186297,0.240862,0.775066,-0.234253,0.909128,-0.125449,0.148866,0.40823,0.001105,-0.652205,-0.462462,0.510074,-0.722792,-0.118985,-3.13444,0.536682,0.160998,-0.139302,1.310259,-0.213518,-0.06772,-0.734732,-0.193738,-0.575923,0.300535,1.90162,0.019526,0.529021,0.386974,0.855825,0.13572,0.179755
0.131943,-0.098499,0.200943,0.385947,-0.033949,-0.087988,-0.09953,0.070934,0.23114,0.302904,0.549715,-0.557995,-0.11994,0.631396,-0.633971,0.036416,-0.086604,0.563199,0.135003,0.232727,1.278907,0.919841,-0.180593,-0.449304,-0.359338,-0.055672,-0.162741,-0.019483,0.372977,-0.375755,-0.525422,-0.245224,0.718819,-0.037207,0.795893,-0.048427,-0.342607,0.204871,-0.020393,0.006691,0.202276,-0.21231,-0.164089,0.153569,0.049397,-0.066359,-0.240842,-0.254848,0.101418,-0.133813,0.133122,0.788705,-0.102876,-0.080879,1.186704,-0.118523,0.077752,0.1968,0.178518,0.368699,-0.151638,3.159288,0.358461,0.129513,0.182421,-0.278695,-0.186138,-0.038682,-0.651406,-0.081055,3.973896,-0.45911,-0.266119,0.759313,0.379077,-0.015701,0.475674,-0.183242,-0.15546,-0.144529,-0.227648,0.473563,-0.018682,0.261706,0.857096,0.331327,0.129563,-0.175695,1.224935,1.439799,0.086102,-0.546539,0.200728,-0.066445,-0.349609,-0.597486,-0.520516,0.424498,0.197303,0.530422,-0.032659,0.087831,-0.149704,-0.101497,0.012983,0.917455,-0.103077,0.283595,-0.390306,0.641307,0.01124,0.040385,-0.124464,0.009574,0.240363,0.284093,0.267135,-0.004749,0.103945,-0.10308,-0.220804,-0.024996,0.406083,0.532263,-0.576624,-0.051471,-0.792343,0.259494,0.087648,-0.057751,0.906399,1.287117,0.46618,-0.104144,-0.0467,0.112234,-0.19397,-0.356093,0.129929,1.517817,0.258331,-0.421188,-0.172297,0.423064,-0.044952,0.126225,0.166782,-0.131999,0.351452,-0.166823,-0.4253,0.180306,0.302667,0.600195,-0.219013,-0.454485,-0.01604,0.010459,0.442759,-0.187634,-0.181147,-0.403543,0.17895,-0.317868,-0.502893,-0.582409,0.037339,1.430874,-0.084954,0.078905,-0.146286,0.461032,0.373415,-0.464062,-0.030598,-0.146808,0.574476,-0.333768,-0.373878,1.627798,1.663432,-0.244077,0.076198,-0.00899,-0.082397,-0.122421,0.049454,-0.140405,0.062753,0.698039,-0.143692,-0.512882,0.008965,0.465897,0.116664,-0.058613,1.24021,0.229879,-0.816863,-0.059137,3.546495,0.404233,-0.104898,-0.508484,-0.363278,4.067113,1.43247,2.398778,-0.24946,-0.005409,0.330133,1.227907,0.153758,0.239669
0.267991,-0.139145,0.528539,0.700507,-0.188145,0.533337,0.415918,0.030612,-0.479281,0.417923,0.598416,-0.563361,-0.126721,-0.348397,-0.920368,-0.575731,-0.491534,0.178664,0.311906,0.33688,1.163881,1.131995,-0.484262,0.601784,1.427393,-0.241669,-0.422899,-0.376645,0.351354,-0.569014,-0.265546,-0.349564,0.921947,-0.380803,0.478415,-0.076348,-1.10937,0.14276,0.746878,0.530894,0.024523,-0.393569,-0.298597,0.181359,-0.166457,0.059755,-0.646044,-0.055062,-0.142769,-0.256813,0.086716,4.319894,0.124434,-0.381774,-0.197957,0.509713,0.345931,0.387056,0.282974,0.389718,0.215711,4.331409,-0.310212,1.120341,0.557787,-0.252477,-0.135654,-0.154784,-0.55137,-0.28315,3.470665,0.110937,-0.080092,0.919725,1.617858,0.061324,-0.550908,-0.441224,-0.435985,-0.044158,0.025605,0.53813,0.960514,0.196659,-1.381754,1.970715,0.085937,-0.021462,1.74706,0.107587,0.702283,1.244138,-0.240853,-0.696137,-0.428657,-0.013974,-0.173446,0.436306,0.727528,-0.02971,-0.217273,-0.24317,0.291187,-1.037182,-0.277572,-0.074071,-0.234574,0.351754,0.33481,0.651195,0.369137,-1.140028,0.797923,-0.008467,0.031126,-0.505723,0.549207,-0.163299,0.100028,1.015069,-0.277532,-0.249027,0.267594,0.258159,-0.055141,-0.322796,-1.349856,0.541663,0.214393,0.150259,0.186136,1.839629,0.703746,-0.249704,-0.184918,-0.415586,-0.498498,-0.565582,-0.028859,3.268508,1.20573,-0.025157,-0.193883,0.183517,-0.340042,-0.622219,1.205048,-0.377848,0.296229,0.164518,-0.865758,0.11372,0.110111,0.171565,1.677235,-0.428204,-0.802815,-0.958716,-1.34691,-0.595112,-1.262376,1.427725,0.202099,-0.492438,-0.459859,-0.676782,0.193436,1.428854,1.246487,0.011428,-0.141842,0.389236,0.044228,-0.053021,-0.165596,-0.347009,0.113083,-1.713507,-1.957483,-0.169398,1.448783,-0.065907,0.258955,1.021649,0.099061,-0.33163,0.583232,-0.36759,-0.252764,-0.944705,-0.071696,-0.648867,0.239345,-0.228264,-0.141821,-0.22458,-2.303647,-0.105983,0.621144,0.547729,4.126218,-0.254395,0.580058,-0.397649,-0.304748,-0.186431,0.420857,0.590132,-0.057518,-0.095303,-0.073091,1.160808,0.452577,0.04813
